station_id,name,so_h,cglo,tb10,rrm,rf,ffx,ff,tb20,tl,rr
4080,Langenlebarn,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
4081,Langenlebarn,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
4102,Wien Kahlenberg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
4115,Wien Stammersdorf,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
4125,Wolkersdorf,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
4126,Wolkersdorf,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
4153,Deutsch-Wagram,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
4170,Schleinbach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
4200,Groß-Schweinbarth,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
4210,Matzen,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
4220,Obersiebenbrunn,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
4221,Gänserndorf,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
4224,Gänserndorf Stadt,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
4305,Zwerndorf,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
4500,Ranshofen,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
4501,Ranshofen Braunau,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
4515,Ostermiething,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
4600,Aspach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
4601,Aspach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
4611,Mattighofen,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
4705,Ried im Innkreis,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
4800,Gallspach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
4801,Gallspach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
4802,Gallspach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
4810,Wolfsegg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
4815,Wolfsegg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
4821,Vöcklabruck,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
4905,Wels-Schleißheim,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5000,Linz Hörsching Flughafen,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5010,Kremsmünster,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5012,Kremsmünster,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5101,Enns,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5103,Enns Stadt,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5111,Steyr Stadtgut,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5112,Wachtberg bei Steyr,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5116,Wachtberg bei Steyr,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5130,Enns,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5300,Amstetten Gießhübl,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5301,Amstetten,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5302,Amstetten Allersdorf,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5304,Amstetten Greinsfurth,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5315,Amstetten Kläranlage,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5316,Amstetten,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5320,Ybbs Persenbeug,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5400,Melk,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5410,Oberndorf an der Melk,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5412,Oberndorf an der Melk,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5413,Melk,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5421,Wieselburg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5430,Petzenkirchen,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5600,St. Pölten Hesserkaserne,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5601,St. Pölten Viehofen,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5604,St. Pölten Kopalkaserne,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5606,St. Pölten Kopalkaserne,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5607,St. Pölten Wallseer Straße,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5609,St. Pölten Landhaus,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5625,Lilienfeld-Tarschberg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5700,Altenmarkt an der Triesting,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5701,Klausen Leopoldsdorf,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5725,Kohlreithberg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5735,Buchberg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5802,Wien Jubliäumswarte,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5804,Wien Mariabrunn,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5805,Wien Mariabrunn,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5820,Brunn am Gebirge,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5870,Baden,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5871,Baden,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5880,Gumpoldskirchen,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5881,Gumpoldskirchen,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5882,Gumpoldskirchen,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5890,Breitenfurt,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5901,Wien Hohe Warte,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5904,Wien Hohe Warte,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5916,Wien Unterlaa,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5917,Wien Unterlaa,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5925,Wien Innere Stadt,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5935,Wien Donaufeld,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5963,Wien Hohe Warte Hannhütte,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5970,Groß-Enzersdorf,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5972,Groß-Enzersdorf,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
5990,Schwechat Flughafen,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6010,Franzensdorf,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6020,Fuchsenbigl,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6050,Fischamend,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6102,Bruckneudorf,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6111,Bad Deutsch-Altenburg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6300,Salzburg Flughafen,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6304,Salzburg Freisaal,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6305,Salzburg Freisaal,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6308,Salzburg Festung,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6400,Irrsdorf,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6410,Mattsee,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6411,Mattsee,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6412,Mattsee,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6415,Mattsee,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6430,Kolomansberg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6501,Frankenmarkt,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6510,Mondsee,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6511,Mondsee,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6512,Mondsee,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6530,Weyregg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6540,Unterach am Attersee,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6600,Ebensee,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6610,Feuerkogel,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6611,Feuerkogel,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6619,Gmunden,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6620,Gmunden,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6621,Altmünster,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6630,Lenzing,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6700,Grünau,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6800,Kirchdorf,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6803,Micheldorf,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6804,Micheldorf,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6900,Ternberg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6910,Großraming Kraftwerk,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
6920,Zöbelboden,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7000,Weyer,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7001,Weyer,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7002,Weyer,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7012,Waidhofen an der Ybbs/Zentrum,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7013,Waidhofen an der Ybbs,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7020,Lunz,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7110,Lunz am See,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7200,Mariazell,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7220,St. Sebastian bei Mariazell,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7221,Mariazell/St. Sebastian,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7300,Annaberg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7301,Kernhof-St. Aegyd am Neuwalde,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7305,Krumbach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7500,Puchberg am Schneeberg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7502,Puchberg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7505,Puchberg am Schneeberg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7531,Hohe Wand Hochkogelhaus,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7601,Wiener Neustadt Fohlenhof,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7603,Wiener Neustadt Flugplatz,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7604,Wiener Neustadt Flugplatz,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7606,Wiener Neustadt Rebanlage,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7610,Gutenstein Mariahilfberg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7641,Berndorf,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7653,Bad Vöslau,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7700,Eisenstadt,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7704,Eisenstadt Nordost,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7707,Eisenstadt,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7710,Seibersdorf,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7714,Hornstein,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7803,Rust,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7818,Illmitz,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7890,Neusiedl am See,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7900,Neusiedl am See,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7905,Neusiedl am See,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7906,Neusiedl am See,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7912,Podersdorf Strandbad,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7950,Andau,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7955,Andau,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
7956,Andau,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
8200,Lochau,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
8301,Sulzberg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
8805,Achenkirch,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
8806,Achenkirch,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9000,Kirchbichl,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9010,Kufstein,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9011,Oberndorf/Ebbs,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9016,Kufstein,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9019,Söll,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9105,Kirchdorf in Tirol,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9110,Kössen,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9200,Unken,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9211,Lofer Ort,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9215,Loferer Alm,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9406,Golling,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9410,Hallein,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9450,St. Koloman,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9500,Abtenau,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9501,Abtenau,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9510,St. Wolfgang,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9511,St. Wolfgang,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9512,St. Wolfgang,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9600,Bad Goisern,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9602,Bad Goisern,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9603,Bad Goisern,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9605,Bad Goisern,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9606,Bad Goisern,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9608,Bad Goisern,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9609,Bad Goisern,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9610,Bad Ischl,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9611,Bad Ischl,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9613,Bad Ischl,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9617,Bad Ischl,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9618,Bad Ischl,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9620,Krippenstein,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9640,Bad Aussee,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9643,Bad Aussee,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9700,Bad Mitterndorf,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9701,Bad Mitterndorf,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9801,Aigen im Ennstal,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9810,Irdning-Gumpenstein,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9811,Irdning-Gumpenstein,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9901,Admont Moorwirtschaft,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9905,Admont Grabnerhof,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9911,Hall bei Admont,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9919,Windischgarsten,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
9925,Rottenmann,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
10005,Mooslandl,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
10100,Eisenerz,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
10101,Eisenerz,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
10111,Präbichl,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
10200,Aflenz,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
10401,Mürzzuschlag,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
10410,Semmering,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
10412,Rax Seilbahnbergstation,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
10415,Semmering,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
10416,Semmering Südbahn-Hotel,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
10500,Mönichkirchen,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
10502,Mönichkirchen,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
10508,Breitenstein,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
10510,Reichenau an der Rax,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
10511,Reichenau an der Rax,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
10531,Pottschach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
10550,Hirschenkogel,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
10607,Aspang,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
10700,Oberpullendorf,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
10710,Mattersburg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
10720,Neudorf bei Landsee,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11100,Bregenz,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11102,Bregenz,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11104,Bregenz,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11106,Fraxern,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11108,Fussach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11110,Feldkirch,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11111,Dornbirn,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11112,Dornbirn,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11114,Dornbirn,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11115,Feldkirch,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11116,Laterns-Gapfohl,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11130,Viktorsberg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11135,Alberschwende,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11146,Rohrspitz,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11203,Schoppernau,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11301,Schröcken,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11305,Warth,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11311,Mittelberg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11402,Holzgau,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11410,Tannheim,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11505,Reutte,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11506,Reutte,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11603,Ehrwald,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11700,Seefeld,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11706,Seefeld,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11800,Innsbruck Flughafen,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11801,Innsbruck Universität,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11802,Innsbruck Sillgasse,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11803,Innsbruck Universität,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11804,Innsbruck Flughafen,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11900,Jenbach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
11901,Jenbach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
12015,Alpbach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
12202,Kitzbühel,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
12203,Kitzbühel,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
12207,Kitzbühel,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
12210,Hahnenkamm,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
12212,Hahnenkamm-Ehrenbachhöhe,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
12215,Hahnenkamm-Ehrenbachhöhe,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
12216,Hahnenkamm-Sonnenrast,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
12220,Uttendorf,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
12231,Mittersill,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
